evaluator_code,story_id,topic,pre_novel,pre_original,pre_rare,pre_appropriate,pre_feasible,pre_publishable,pre_profit,pre_tt_enjoyed,pre_tt_badly_written,pre_tt_boring,pre_tt_funny,pre_tt_twist,pre_tt_future,post_ai_usage,post_ai_assist,post_authors_ideas,post_ownership,post_profit,condition,ai_used_actual
rwsvkwek,6cbf2b7d-7cd4-45fc-8f3e-16eabb967134,an adventure in the jungle,2.0,1.0,2.0,5.0,6.0,3.0,50,4.0,7.0,3.0,1.0,2.0,6.0,1.0,75,3.0,1.0,24,human_1AI,1.0
btp4roe1,68b178f0-c784-469d-8357-bf71ba6b4137,an adventure in the jungle,8.0,8.0,7.0,8.0,5.0,3.0,50,7.0,8.0,1.0,1.0,1.0,1.0,1.0,75,5.0,5.0,60,human_5AI,1.0
c2mt5lg5,13d4b081-ae43-4d66-be97-1ed9453550cd,an adventure on the open seas,6.0,6.0,5.0,6.0,3.0,2.0,50,3.0,2.0,5.0,1.0,7.0,2.0,1.0,92,7.0,5.0,50,human_5AI,1.0
umz20en8,bb98a823-47ad-449f-b573-2dadd99d20c4,an adventure on the open seas,2.0,2.0,2.0,7.0,6.0,6.0,50,1.0,3.0,1.0,2.0,2.0,1.0,1.0,75,5.0,5.0,50,human_1AI,1.0
1tzg2j4m,84184ee1-7a24-4886-aaf7-420b19187f40,an adventure in the jungle,6.0,4.0,4.0,8.0,6.0,6.0,50,5.0,5.0,4.0,5.0,5.0,6.0,0.0,50,7.0,5.0,0,human,0.0
shgwhy5r,cb260fad-db5b-4730-960c-020aa4fd43c5,an adventure in the jungle,4.0,4.0,3.0,6.0,5.0,4.0,50,4.0,5.0,5.0,3.0,2.0,3.0,0.0,0,7.0,9.0,0,human,0.0
b510s5xt,a2b02d02-75c5-4d74-9a64-290056383c59,an adventure in the jungle,5.0,5.0,4.0,8.0,7.0,7.0,50,7.0,3.0,1.0,2.0,2.0,4.0,0.0,28,9.0,9.0,0,human,0.0
ihjwyltb,1f5e24c3-e0ac-4ae2-bff5-db031010af1c,an adventure on a different planet,1.0,1.0,1.0,3.0,2.0,5.0,50,1.0,1.0,9.0,1.0,1.0,2.0,2.0,95,5.0,6.0,10,human_1AI,0.0
xknhrspu,776ba85a-7ec6-40ca-aff0-d2d7627919ec,an adventure in the jungle,8.0,9.0,4.0,9.0,8.0,9.0,50,9.0,9.0,1.0,7.0,9.0,7.0,2.0,7,1.0,1.0,100,human_1AI,0.0
wf7rh0g9,3055442e-4c98-484d-a092-9838823ac08f,an adventure on a different planet,4.0,4.0,3.0,5.0,5.0,5.0,50,2.0,5.0,4.0,1.0,2.0,2.0,0.0,52,9.0,8.0,0,human,0.0
p8psqg7w,ca42e827-d57f-45f9-ac97-5d943f02dc05,an adventure on a different planet,7.0,2.0,2.0,3.0,2.0,2.0,50,6.0,7.0,2.0,2.0,4.0,2.0,0.0,0,9.0,9.0,0,human,0.0
dh88zsa0,86fc308b-8603-4b09-9a08-01120769dbed,an adventure in the jungle,7.0,6.0,5.0,8.0,6.0,6.0,50,5.0,6.0,3.0,2.0,5.0,6.0,1.0,10,4.0,2.0,90,human_5AI,1.0
1w1n16ar,81fe43fe-3a93-40b9-8f80-d78ced8a48f7,an adventure on the open seas,3.0,4.0,3.0,3.0,2.0,2.0,50,4.0,6.0,7.0,1.0,3.0,1.0,1.0,76,4.0,2.0,43,human_1AI,1.0
q6efi4pr,a65d0909-c6f9-485b-bdb8-d65ab86948d6,an adventure on the open seas,7.0,7.0,8.0,7.0,7.0,8.0,50,8.0,7.0,2.0,2.0,7.0,6.0,1.0,50,5.0,6.0,75,human_5AI,1.0
sgtj2up8,14f3d216-232c-4b68-9554-3d70e1fc0140,an adventure on the open seas,1.0,1.0,1.0,2.0,1.0,1.0,50,2.0,2.0,8.0,1.0,2.0,1.0,0.0,0,6.0,6.0,0,human,0.0
xh535mss,523680ae-3735-4a57-8e84-f7f0d6dba065,an adventure in the jungle,3.0,5.0,5.0,8.0,7.0,3.0,50,5.0,7.0,7.0,3.0,3.0,1.0,0.0,17,9.0,9.0,0,human,0.0
abtymp1c,7c1f842c-eaac-4cb0-b479-56ab375eb0a4,an adventure in the jungle,5.0,6.0,6.0,6.0,6.0,6.0,50,5.0,5.0,5.0,5.0,2.0,5.0,0.0,27,8.0,8.0,0,human,0.0
rmj80el8,d485db37-7c80-485a-a99a-a6cbcaa8e5b5,an adventure on the open seas,2.0,2.0,1.0,7.0,2.0,3.0,50,5.0,5.0,3.0,1.0,4.0,1.0,1.0,74,7.0,8.0,100,human_1AI,1.0
0uwmph64,e29b0a28-2897-450e-b920-fcd41084a12a,an adventure on a different planet,3.0,3.0,1.0,7.0,7.0,8.0,50,5.0,5.0,4.0,1.0,4.0,1.0,1.0,85,6.0,5.0,60,human_1AI,1.0
178kkpsi,124978c6-f8c9-4d94-829a-fe59c714310b,an adventure on a different planet,7.0,5.0,6.0,8.0,7.0,5.0,50,7.0,7.0,3.0,1.0,2.0,5.0,1.0,74,4.0,3.0,25,human_5AI,1.0
ml9a8myu,5df32bc6-8006-44c6-a9bc-802e01cc59ff,an adventure on the open seas,5.0,7.0,8.0,6.0,7.0,8.0,50,8.0,7.0,3.0,4.0,6.0,8.0,1.0,65,5.0,6.0,83,human_5AI,1.0
epdwa80w,01d340cd-bcca-4ef8-bd36-91c2a951b21f,an adventure on a different planet,4.0,4.0,4.0,3.0,3.0,3.0,50,3.0,2.0,5.0,2.0,5.0,1.0,1.0,50,6.0,7.0,63,human_5AI,1.0
xvifmk2i,02bb7805-ba49-420a-be49-5f52f1d4b79e,an adventure on a different planet,1.0,5.0,6.0,3.0,6.0,2.0,50,5.0,4.0,3.0,1.0,2.0,1.0,1.0,0,6.0,8.0,48,human_1AI,1.0
lzxx136a,a0e28bd7-e88a-44aa-b199-1e496a4f4cca,an adventure on a different planet,5.0,5.0,5.0,7.0,7.0,7.0,50,5.0,6.0,4.0,1.0,5.0,6.0,1.0,60,7.0,6.0,20,human_1AI,1.0
3ws7y9e8,ec53dfb3-d2d5-4cb7-b6cd-dc4edc501559,an adventure in the jungle,4.0,2.0,2.0,6.0,8.0,9.0,50,7.0,6.0,2.0,1.0,6.0,1.0,0.0,27,9.0,9.0,0,human,0.0
sjoq1y62,e03c09dd-b93b-4353-9be8-54cb6bf32f6a,an adventure on the open seas,5.0,4.0,3.0,7.0,8.0,7.0,50,6.0,8.0,4.0,6.0,6.0,5.0,1.0,25,4.0,3.0,33,human_5AI,1.0
xhivxgw9,02bb7805-ba49-420a-be49-5f52f1d4b79e,an adventure on a different planet,3.0,1.0,1.0,4.0,1.0,1.0,50,3.0,3.0,8.0,1.0,1.0,5.0,1.0,100,5.0,5.0,98,human_1AI,1.0
gnw1yqrm,12734b48-37d5-4495-97ab-3cdda6b4b0bc,an adventure in the jungle,6.0,5.0,5.0,4.0,6.0,6.0,50,7.0,6.0,3.0,2.0,7.0,5.0,2.0,31,7.0,7.0,71,human_5AI,0.0
t9kd0rdr,86d1cfb8-1101-40a7-84eb-0c376feb0183,an adventure on a different planet,6.0,7.0,5.0,8.0,5.0,3.0,50,6.0,5.0,3.0,3.0,5.0,4.0,2.0,10,9.0,9.0,99,human_5AI,0.0
wtaatd1l,00ee16f1-5185-4b84-9c29-5907cc9d5fc7,an adventure on a different planet,1.0,1.0,1.0,9.0,1.0,1.0,50,1.0,1.0,9.0,2.0,1.0,1.0,1.0,10,9.0,9.0,100,human_5AI,1.0
8ncd68dt,c1b8876a-b970-41aa-9978-40d4853f6373,an adventure in the jungle,1.0,1.0,1.0,6.0,6.0,6.0,50,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,9.0,9.0,0,human,0.0
cjqx8z76,7c1f842c-eaac-4cb0-b479-56ab375eb0a4,an adventure in the jungle,2.0,1.0,1.0,5.0,3.0,3.0,50,5.0,3.0,6.0,5.0,2.0,5.0,0.0,10,8.0,9.0,0,human,0.0
z9b0aq1o,a93c595e-bd21-42e5-8c65-5bd410cd03af,an adventure on a different planet,5.0,3.0,3.0,6.0,8.0,6.0,50,6.0,7.0,3.0,8.0,9.0,2.0,1.0,32,9.0,9.0,97,human_1AI,1.0
07nlyvko,fbc44a26-879c-4df3-ad22-8a4a79af4707,an adventure on the open seas,4.0,5.0,4.0,7.0,6.0,5.0,50,6.0,6.0,1.0,1.0,3.0,4.0,0.0,10,9.0,9.0,0,human,0.0
gotvhjzy,57008fac-491d-4959-8638-d0669621e0a7,an adventure on a different planet,3.0,3.0,3.0,3.0,2.0,2.0,50,4.0,3.0,6.0,1.0,1.0,1.0,1.0,100,2.0,2.0,100,human_5AI,1.0
hs4z3bt8,f7376258-d293-44f9-aa07-938361a4e1ee,an adventure on the open seas,7.0,8.0,7.0,7.0,8.0,7.0,50,9.0,8.0,2.0,5.0,4.0,5.0,0.0,82,5.0,6.0,0,human_1AI,0.0
j1bk3ylb,b202956d-95f3-46da-8ce7-478d6ad45201,an adventure on the open seas,3.0,3.0,4.0,2.0,1.0,2.0,50,3.0,2.0,5.0,2.0,3.0,4.0,0.0,45,9.0,9.0,0,human_5AI,0.0
h7spas9m,a6567b33-5043-4d3a-8da9-22fb429dc352,an adventure on the open seas,5.0,6.0,5.0,6.0,7.0,7.0,50,5.0,7.0,3.0,1.0,1.0,1.0,2.0,10,9.0,9.0,100,human_5AI,0.0
7u742qk0,7298782e-7bac-4a4a-b322-d4832c0cf6a2,an adventure on a different planet,5.0,4.0,4.0,7.0,7.0,8.0,50,7.0,7.0,3.0,1.0,1.0,6.0,2.0,39,8.0,9.0,93,human_5AI,0.0
z4xkj69z,7ced0bf8-d2f9-4827-8b0b-d09f5bf47585,an adventure in the jungle,2.0,4.0,3.0,4.0,2.0,1.0,50,3.0,5.0,2.0,1.0,1.0,1.0,0.0,50,5.0,7.0,0,human,0.0
jevsz7dv,bd71b316-74a6-467c-abe6-cf0ae664ee76,an adventure on the open seas,5.0,6.0,6.0,7.0,6.0,5.0,50,6.0,8.0,3.0,1.0,6.0,4.0,0.0,31,9.0,9.0,0,human,0.0
0o0u6wki,fc178c9a-f8b7-4c81-85f6-1e12b56d60bc,an adventure on a different planet,7.0,6.0,6.0,4.0,6.0,6.0,50,5.0,5.0,4.0,5.0,7.0,7.0,0.0,70,8.0,7.0,0,human,0.0
tv0ci6z1,37f088e5-ab58-4234-bdd3-e77835d3504b,an adventure on a different planet,7.0,7.0,7.0,8.0,8.0,8.0,50,8.0,8.0,1.0,5.0,8.0,5.0,1.0,1,2.0,9.0,100,human_5AI,1.0
1k2ophjw,ef13676d-0522-4e9e-8d60-cd21a5d12b8d,an adventure in the jungle,5.0,4.0,2.0,2.0,1.0,1.0,50,4.0,2.0,5.0,1.0,1.0,1.0,2.0,85,3.0,5.0,50,human_1AI,0.0
o776dqhj,b7c28702-7a1c-4e82-9b92-4422a60440d0,an adventure on the open seas,7.0,7.0,7.0,8.0,8.0,7.0,50,7.0,7.0,7.0,5.0,4.0,6.0,0.0,48,8.0,8.0,0,human_1AI,0.0
59zsw2x2,a71b9e47-2c40-4bdd-870d-03974cc6d493,an adventure on a different planet,8.0,8.0,8.0,8.0,8.0,8.0,50,7.0,7.0,1.0,5.0,8.0,6.0,1.0,65,2.0,5.0,9,human_1AI,1.0
iwn3588b,0958da06-33d6-4f3b-851b-fa9fddffde82,an adventure on the open seas,1.0,1.0,1.0,1.0,1.0,1.0,50,1.0,1.0,9.0,1.0,1.0,1.0,1.0,100,3.0,9.0,100,human_5AI,1.0
195rcgh1,2a6f9c3f-eb70-4442-ad1c-847f19e43161,an adventure on the open seas,5.0,6.0,5.0,6.0,5.0,4.0,50,5.0,5.0,4.0,3.0,4.0,3.0,1.0,35,3.0,1.0,50,human_5AI,1.0
9jk0pvd5,559cb1e5-020d-49d8-a63a-c090d7efcf68,an adventure on the open seas,1.0,1.0,1.0,1.0,1.0,1.0,50,1.0,1.0,2.0,1.0,1.0,1.0,0.0,80,1.0,1.0,0,human,0.0
a2dbqzkq,1ce297c5-c0a8-4f4e-838a-53de94b8c128,an adventure on the open seas,6.0,6.0,4.0,8.0,6.0,5.0,50,9.0,8.0,2.0,8.0,6.0,8.0,1.0,24,6.0,7.0,85,human_1AI,1.0
y0m3k5sc,288082eb-5ab6-456c-a2c8-5a548d12a42e,an adventure in the jungle,5.0,5.0,6.0,8.0,8.0,8.0,50,6.0,5.0,3.0,1.0,5.0,1.0,1.0,26,2.0,2.0,50,human_1AI,1.0
1k852lud,a68a83bf-cef8-4c7b-975a-60a3ee6352af,an adventure in the jungle,2.0,1.0,1.0,8.0,1.0,1.0,50,1.0,4.0,7.0,1.0,1.0,1.0,2.0,90,3.0,2.0,3,human_1AI,0.0
hlarg8np,da4f173d-16e5-4c97-9a77-fcb435984ddd,an adventure in the jungle,3.0,5.0,4.0,4.0,2.0,2.0,50,6.0,4.0,3.0,8.0,7.0,4.0,1.0,100,9.0,9.0,100,human_5AI,1.0
32wc8f8q,d85227b3-1de2-4df3-acec-18891baf76cd,an adventure in the jungle,1.0,1.0,1.0,3.0,5.0,5.0,50,1.0,1.0,9.0,2.0,1.0,1.0,0.0,0,9.0,9.0,0,human,0.0
mxc0ypas,f4279bec-10ef-4df7-b3d7-00ad270aa124,an adventure on a different planet,5.0,6.0,5.0,7.0,5.0,5.0,50,6.0,5.0,4.0,6.0,4.0,4.0,0.0,1,9.0,9.0,0,human,0.0
lxjeozxi,bdc1978a-7332-4c6f-bef3-1ba0c715f5e8,an adventure on a different planet,5.0,5.0,4.0,6.0,7.0,8.0,50,6.0,6.0,4.0,1.0,1.0,1.0,1.0,55,7.0,7.0,82,human_5AI,1.0
y7bj4qv1,682e286d-0a42-40d8-9595-4d2fe45ad3f2,an adventure on a different planet,7.0,7.0,6.0,8.0,8.0,9.0,50,9.0,9.0,1.0,1.0,7.0,6.0,1.0,51,5.0,5.0,50,human_1AI,1.0
d492pjnw,a2f110ab-01b8-4406-a6e5-94a54aaa2dbb,an adventure in the jungle,1.0,1.0,1.0,1.0,2.0,2.0,50,1.0,1.0,8.0,1.0,1.0,3.0,2.0,76,3.0,3.0,47,human_1AI,0.0
djism56m,ded6cd39-1862-4649-af01-cd0d38586054,an adventure on a different planet,7.0,7.0,6.0,6.0,8.0,7.0,50,8.0,8.0,2.0,2.0,6.0,7.0,1.0,10,7.0,8.0,100,human_1AI,1.0
w86fdyoy,36d90373-ec55-4305-996f-5ab6bebec191,an adventure on a different planet,5.0,5.0,5.0,7.0,8.0,7.0,50,6.0,7.0,2.0,3.0,5.0,4.0,1.0,0,8.0,8.0,100,human_5AI,1.0
m2dmsz8z,321f7c82-05ab-49ed-8e15-152f538aec1d,an adventure on a different planet,1.0,1.0,1.0,1.0,1.0,1.0,50,1.0,2.0,9.0,1.0,1.0,5.0,1.0,86,4.0,5.0,70,human_1AI,1.0
7rrrcots,22988fde-8e34-4df8-ab1e-d1da1057c457,an adventure on the open seas,9.0,8.0,5.0,8.0,8.0,8.0,50,8.0,8.0,2.0,1.0,1.0,2.0,1.0,50,5.0,5.0,75,human_1AI,1.0
4m5j7dvf,a2d70f55-973a-4fcf-9649-233064d41830,an adventure on the open seas,1.0,1.0,1.0,4.0,5.0,5.0,50,5.0,1.0,6.0,1.0,1.0,1.0,1.0,50,5.0,3.0,26,human_5AI,1.0
32l7r9qd,fcda37fd-3057-4430-96bc-0475cf3b1c8f,an adventure on a different planet,5.0,5.0,4.0,8.0,6.0,7.0,50,8.0,6.0,3.0,3.0,5.0,3.0,0.0,79,7.0,8.0,0,human,0.0
pcn14xc1,5722bccc-2f26-47ed-b1f6-6dcebec69963,an adventure on the open seas,7.0,7.0,5.0,8.0,8.0,9.0,50,8.0,8.0,2.0,1.0,5.0,8.0,1.0,50,6.0,6.0,95,human_5AI,1.0
8dpg84k1,7e679441-d793-4967-a395-60329e3067bc,an adventure in the jungle,1.0,1.0,1.0,2.0,1.0,1.0,50,2.0,1.0,2.0,1.0,1.0,1.0,1.0,23,1.0,1.0,5,human_1AI,1.0
9cem8zl4,e29b0a28-2897-450e-b920-fcd41084a12a,an adventure on a different planet,6.0,3.0,5.0,9.0,7.0,5.0,50,6.0,7.0,1.0,1.0,3.0,4.0,1.0,14,8.0,8.0,13,human_1AI,1.0
aexmtfzo,90d2d339-33ae-4578-b5ce-d1be4955b74e,an adventure in the jungle,5.0,4.0,5.0,4.0,5.0,5.0,50,4.0,4.0,2.0,1.0,7.0,2.0,2.0,94,2.0,3.0,23,human_1AI,0.0
jq2t2oqx,6cbf2b7d-7cd4-45fc-8f3e-16eabb967134,an adventure in the jungle,5.0,2.0,2.0,3.0,3.0,4.0,50,5.0,6.0,4.0,5.0,2.0,2.0,1.0,56,6.0,6.0,73,human_1AI,1.0
3ak8pr1l,d9d1d62f-cbfa-473d-884f-e9cda653ce4a,an adventure on the open seas,4.0,4.0,5.0,7.0,7.0,6.0,50,4.0,4.0,6.0,2.0,2.0,3.0,1.0,75,2.0,3.0,38,human_5AI,1.0
8jsjeac4,f56b29de-e725-4250-bd56-550ee975ec89,an adventure on a different planet,5.0,4.0,4.0,7.0,7.0,6.0,50,5.0,5.0,6.0,1.0,3.0,1.0,2.0,25,8.0,8.0,100,human_5AI,0.0
vsbidm0r,3d2c8b8e-a782-4b21-979f-43ca387d98ce,an adventure on the open seas,9.0,9.0,9.0,9.0,9.0,9.0,50,9.0,9.0,1.0,1.0,9.0,9.0,0.0,0,9.0,9.0,0,human,0.0
kmmnjwmx,34bf225b-43e6-4cfb-8844-d52419dc4906,an adventure on the open seas,3.0,3.0,2.0,3.0,4.0,6.0,50,4.0,5.0,2.0,2.0,1.0,1.0,1.0,10,1.0,2.0,50,human_5AI,1.0
oqzanw4y,40170aeb-ede7-4021-a39c-ad6a5da1c5ee,an adventure in the jungle,7.0,7.0,6.0,7.0,7.0,6.0,50,6.0,5.0,2.0,1.0,6.0,5.0,1.0,25,7.0,9.0,100,human_5AI,1.0
wr14gw3q,392d38b8-ac42-421a-a78a-a252b72d8b8f,an adventure on the open seas,1.0,1.0,1.0,5.0,2.0,1.0,50,3.0,4.0,8.0,1.0,1.0,1.0,1.0,82,8.0,9.0,0,human_1AI,1.0
j6csvdpf,0a711253-bdc8-4020-ae33-b658d33292ff,an adventure on the open seas,5.0,4.0,2.0,9.0,4.0,3.0,50,5.0,7.0,4.0,1.0,1.0,1.0,1.0,20,4.0,5.0,50,human_1AI,1.0
axm5rd5q,6808d151-dca3-4897-8e05-1c8757b1b671,an adventure on a different planet,5.0,5.0,8.0,4.0,3.0,3.0,50,3.0,4.0,7.0,3.0,5.0,3.0,1.0,61,6.0,5.0,60,human_1AI,1.0
afi1byy8,2d6ece38-3984-441a-88dc-c31f16d8567b,an adventure in the jungle,5.0,6.0,6.0,5.0,6.0,5.0,50,7.0,8.0,2.0,4.0,4.0,4.0,1.0,26,6.0,6.0,24,human_1AI,1.0
gosnfj7w,19074bee-b1bc-419c-b681-e2058216e490,an adventure on the open seas,7.0,7.0,6.0,9.0,9.0,7.0,50,8.0,9.0,1.0,1.0,5.0,1.0,1.0,0,9.0,9.0,100,human_5AI,1.0
4zhj3jjm,9e5e5e56-151a-44cd-8376-f81c66f78b38,an adventure on a different planet,3.0,2.0,2.0,3.0,1.0,1.0,50,2.0,2.0,7.0,1.0,3.0,2.0,0.0,10,5.0,5.0,0,human,0.0
8hsrzggw,f4837cf6-2112-4a94-a0d4-eb99ebf4e102,an adventure in the jungle,1.0,1.0,1.0,9.0,7.0,7.0,50,3.0,3.0,1.0,1.0,1.0,2.0,2.0,50,5.0,9.0,0,human_1AI,0.0
889qxxzn,94e2dbef-ba04-4efb-ad39-41260d0247bd,an adventure in the jungle,6.0,5.0,2.0,4.0,5.0,8.0,50,3.0,6.0,6.0,4.0,8.0,4.0,1.0,30,4.0,7.0,33,human_5AI,1.0
uawzb0ac,fb4a7a93-0dcb-462d-9b64-92428dc44a45,an adventure in the jungle,7.0,5.0,5.0,8.0,8.0,9.0,50,7.0,9.0,1.0,1.0,1.0,4.0,0.0,22,5.0,7.0,0,human,0.0
aua75fup,06d50c34-6f52-4e4b-a94e-81f1963cad70,an adventure in the jungle,7.0,5.0,4.0,7.0,7.0,8.0,50,7.0,6.0,6.0,3.0,5.0,3.0,1.0,40,5.0,5.0,41,human_5AI,1.0
robqsc0o,bf2e339f-0e64-466f-91ca-e9f1b26935d2,an adventure on the open seas,9.0,9.0,9.0,5.0,1.0,1.0,50,2.0,1.0,5.0,4.0,9.0,1.0,0.0,100,9.0,9.0,0,human,0.0
5s7cas7r,86fc308b-8603-4b09-9a08-01120769dbed,an adventure in the jungle,5.0,5.0,5.0,7.0,6.0,6.0,50,6.0,6.0,3.0,3.0,5.0,4.0,1.0,25,3.0,3.0,25,human_5AI,1.0
1d6na5ai,828c7ca4-abbc-407e-8afc-75d188bb2454,an adventure in the jungle,7.0,7.0,8.0,9.0,9.0,8.0,50,8.0,9.0,4.0,4.0,6.0,7.0,1.0,76,3.0,3.0,21,human_1AI,1.0
gm2f4bgm,7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,an adventure on the open seas,3.0,2.0,2.0,6.0,3.0,2.0,50,3.0,4.0,7.0,1.0,1.0,2.0,0.0,26,9.0,9.0,0,human,0.0
xik80c18,b19f58c5-a51e-4e0f-b5fd-0262486011ae,an adventure on a different planet,6.0,4.0,3.0,8.0,8.0,6.0,50,3.0,5.0,6.0,4.0,4.0,2.0,1.0,25,6.0,7.0,90,human_5AI,1.0
jirpxswq,50e285df-c7e0-4df7-8ee7-bbcd1c899cca,an adventure on a different planet,5.0,5.0,5.0,9.0,6.0,5.0,50,6.0,5.0,1.0,1.0,5.0,5.0,1.0,94,8.0,7.0,88,human_1AI,1.0
e85tgads,57008fac-491d-4959-8638-d0669621e0a7,an adventure on a different planet,6.0,7.0,4.0,8.0,6.0,5.0,50,7.0,8.0,5.0,1.0,2.0,7.0,1.0,50,6.0,7.0,60,human_5AI,1.0
5919opxs,173c7706-0e61-4620-9a0e-3df8bbfa845c,an adventure on the open seas,2.0,2.0,3.0,4.0,5.0,2.0,50,5.0,5.0,3.0,2.0,3.0,4.0,0.0,15,7.0,6.0,0,human,0.0
t6dv7ks1,8f962717-825a-44d1-8c70-11e538b2e210,an adventure on the open seas,5.0,5.0,4.0,7.0,9.0,9.0,50,9.0,8.0,1.0,2.0,8.0,4.0,1.0,14,3.0,3.0,25,human_5AI,1.0
uvlsdovu,c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,an adventure on a different planet,2.0,2.0,2.0,1.0,2.0,2.0,50,4.0,5.0,4.0,1.0,2.0,3.0,1.0,75,5.0,5.0,60,human_1AI,1.0
8f58m5ae,6cf0f3e4-b380-4d82-8145-3768e7bbfc93,an adventure on the open seas,2.0,2.0,2.0,6.0,1.0,1.0,50,2.0,4.0,3.0,3.0,3.0,3.0,1.0,40,4.0,4.0,65,human_5AI,1.0
ncqihdx0,61264962-4daa-4ee8-bc77-19ca6fc6e4b5,an adventure on the open seas,4.0,4.0,4.0,9.0,9.0,9.0,50,6.0,7.0,3.0,4.0,5.0,4.0,0.0,77,8.0,8.0,0,human,0.0
p5s4t26l,ae471e6a-1d8c-4514-bec5-047dfb21703e,an adventure on a different planet,4.0,4.0,1.0,8.0,6.0,6.0,50,7.0,6.0,2.0,3.0,5.0,2.0,2.0,79,6.0,6.0,24,human_1AI,0.0
gaqvzf31,e6b1242a-eb53-470a-bf9b-852426fba95b,an adventure on the open seas,4.0,4.0,3.0,8.0,7.0,7.0,50,6.0,5.0,6.0,1.0,1.0,2.0,0.0,7,9.0,9.0,0,human,0.0
ankagdcl,c0002a1c-09c6-4939-8524-acc0671b187b,an adventure on the open seas,2.0,2.0,1.0,2.0,1.0,1.0,50,2.0,3.0,7.0,1.0,2.0,3.0,1.0,86,1.0,1.0,11,human_5AI,1.0
qh4ozi2t,b154fc7f-cba2-4b7b-84d3-3e910eb07be9,an adventure in the jungle,6.0,6.0,4.0,7.0,6.0,4.0,50,4.0,4.0,3.0,2.0,6.0,4.0,1.0,39,5.0,3.0,49,human_1AI,1.0
t91lmri7,6de29543-7e86-4aee-b61e-3bbdf75cfacd,an adventure on the open seas,4.0,6.0,5.0,6.0,6.0,5.0,50,8.0,8.0,2.0,3.0,1.0,5.0,0.0,94,3.0,3.0,0,human,0.0
yxondqdg,0b8ad86c-4e7f-46c2-8145-3d4596d7a13f,an adventure on the open seas,6.0,7.0,6.0,9.0,8.0,7.0,50,5.0,7.0,2.0,2.0,6.0,3.0,0.0,25,8.0,8.0,0,human_1AI,0.0
z5jnci7q,695524f2-aebd-42ef-a7c1-8e6818de6e01,an adventure on the open seas,1.0,1.0,1.0,1.0,1.0,2.0,50,1.0,2.0,9.0,1.0,1.0,1.0,0.0,5,9.0,9.0,0,human,0.0
65pzi6wb,5722bccc-2f26-47ed-b1f6-6dcebec69963,an adventure on the open seas,7.0,7.0,3.0,8.0,7.0,6.0,50,7.0,7.0,2.0,2.0,5.0,6.0,1.0,20,7.0,8.0,95,human_5AI,1.0
6uoe5lln,321f7c82-05ab-49ed-8e15-152f538aec1d,an adventure on a different planet,5.0,5.0,3.0,7.0,6.0,7.0,50,7.0,4.0,2.0,3.0,8.0,6.0,1.0,36,6.0,3.0,35,human_1AI,1.0
6yud49wm,32fd4cd2-8aa1-4dde-ac62-896cf13011bd,an adventure on a different planet,5.0,5.0,5.0,6.0,5.0,5.0,50,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4,5.0,5.0,3,human_5AI,1.0
j1rwgdle,db6630b5-29db-4042-b79f-beb5e5dc81d1,an adventure on a different planet,2.0,2.0,1.0,5.0,4.0,4.0,50,4.0,2.0,6.0,1.0,2.0,2.0,1.0,100,5.0,5.0,50,human_5AI,1.0
cmmava8w,776ba85a-7ec6-40ca-aff0-d2d7627919ec,an adventure in the jungle,6.0,6.0,5.0,7.0,6.0,6.0,50,7.0,5.0,3.0,6.0,7.0,5.0,2.0,45,7.0,3.0,82,human_1AI,0.0
tq3g1u4q,d9d1d62f-cbfa-473d-884f-e9cda653ce4a,an adventure on the open seas,2.0,2.0,2.0,2.0,3.0,3.0,50,2.0,2.0,7.0,2.0,3.0,2.0,1.0,42,8.0,8.0,94,human_5AI,1.0
mzwjxvwe,594f14e8-be52-438e-bae8-e1a7d2585951,an adventure in the jungle,6.0,6.0,6.0,6.0,7.0,7.0,50,8.0,9.0,2.0,1.0,8.0,7.0,0.0,5,9.0,9.0,0,human,0.0
mwitjlpd,448d41f3-9b57-44f1-9ac9-c3f608e284ff,an adventure on the open seas,4.0,4.0,1.0,8.0,8.0,9.0,50,5.0,3.0,1.0,1.0,6.0,1.0,1.0,75,3.0,3.0,51,human_5AI,1.0
zzf3dk4w,7086605c-efec-4e8c-867f-9c3e26ba5869,an adventure on the open seas,7.0,3.0,1.0,8.0,5.0,4.0,50,6.0,7.0,3.0,1.0,1.0,1.0,0.0,93,7.0,9.0,0,human,0.0
wopnsquf,e2c83117-b1bb-47f1-9a49-1fdcfe06ae22,an adventure on the open seas,5.0,5.0,4.0,6.0,7.0,8.0,50,8.0,7.0,1.0,1.0,4.0,5.0,2.0,60,5.0,5.0,50,human_5AI,0.0
92gl13qd,d9d87931-6293-4e67-b582-78b8ec19044f,an adventure in the jungle,4.0,3.0,3.0,9.0,6.0,3.0,50,6.0,5.0,3.0,1.0,2.0,2.0,1.0,71,3.0,3.0,20,human_5AI,1.0
4soj25k6,e539e79a-2027-40ee-b4fa-41e801a9aaf6,an adventure on the open seas,7.0,8.0,7.0,9.0,8.0,8.0,50,5.0,3.0,2.0,1.0,5.0,3.0,0.0,83,9.0,9.0,0,human,0.0
